0.998383,0.332422,0.960050,0.443580,0.118925,0.472649,0.879828,0.277824,0.639634,0.811895,0.800337,0.090616,0.793123,0.539008,0.750200,0.054910,0.199592,0.631813,0.817068,0.996500,0.493775,0.205410,0.346804,0.979028,0.336394,0.653012,0.501565,0.264686,0.460018,0.478680,0.123916,0.916044
0.557264,0.412083,0.845912,0.512009,0.620432,0.308278,0.645164,0.865154,0.163144,0.646333,0.273363,0.073701,0.631142,0.681475,0.435724,0.070504,0.246320,0.489560,0.200189,0.868189,0.666162,0.974839,0.940389,0.143090,0.185978,0.160668,0.040152,0.146574,0.731285,0.114501,0.790838,0.720990
0.585385,0.049021,0.225974,0.362551,0.111404,0.203066,0.671568,0.615883,0.834472,0.819740,0.516363,0.430671,0.212989,0.917451,0.397893,0.703944,0.393967,0.261621,0.667419,0.309459,0.303666,0.973540,0.941198,0.451429,0.080148,0.788718,0.577783,0.498344,0.786698,0.701500,0.966238,0.990831
0.098746,0.337464,0.984399,0.958955,0.786328,0.417608,0.528609,0.990816,0.923880,0.913011,0.248362,0.234721,0.768809,0.283827,0.486391,0.423536,0.453092,0.605930,0.857690,0.613936,0.774934,0.136701,0.576160,0.247717,0.344439,0.243056,0.448387,0.285064,0.304474,0.631546,0.255020,0.928383
0.326121,0.416500,0.783866,0.687356,0.719200,0.535213,0.828783,0.092345,0.441810,0.020915,0.936874,0.523616,0.990621,0.470604,0.303480,0.352035,0.642722,0.176927,0.393062,0.082228,0.053555,0.807404,0.501019,0.512751,0.995275,0.266908,0.021715,0.021765,0.043789,0.295963,0.889806,0.376641
0.752265,0.756432,0.827868,0.610227,0.071085,0.743681,0.743600,0.324228,0.969523,0.419762,0.882408,0.929169,0.142542,0.756758,0.048729,0.999955,0.445242,0.558760,0.891902,0.142200,0.428278,0.710031,0.005035,0.301554,0.926118,0.929619,0.765412,0.000171,0.130001,0.562708,0.772555,0.725229
0.086148,0.329913,0.885940,0.627180,0.778281,0.095641,0.710304,0.326616,0.995947,0.152925,0.841763,0.684592,0.403057,0.827850,0.532368,0.540225,0.625021,0.985981,0.969190,0.659214,0.041629,0.928474,0.395460,0.640253,0.215540,0.367076,0.885300,0.624349,0.626828,0.672881,0.236688,0.936026
0.267390,0.415264,0.659930,0.390772,0.819379,0.757552,0.307853,0.488437,0.242283,0.658921,0.729301,0.152018,0.592255,0.336983,0.024791,0.548610,0.487378,0.356960,0.887482,0.208865,0.115197,0.679767,0.816419,0.769229,0.347510,0.413668,0.156196,0.203112,0.068358,0.584106,0.431371,0.935231
0.703012,0.755058,0.417741,0.613618,0.130018,0.090874,0.288165,0.413513,0.409382,0.046369,0.295320,0.130298,0.148169,0.560740,0.461073,0.102611,0.916486,0.538965,0.340809,0.289889,0.905674,0.293430,0.878773,0.987706,0.732509,0.291006,0.330578,0.058532,0.462965,0.652013,0.640867,0.456808
0.624361,0.704784,0.980160,0.551678,0.724389,0.973930,0.561727,0.621995,0.997065,0.329755,0.409645,0.050493,0.536226,0.952913,0.196144,0.407673,0.551516,0.867899,0.215633,0.899140,0.910508,0.544594,0.121650,0.954977,0.005441,0.797913,0.780735,0.474980,0.989408,0.045594,0.902638,0.093721
0.191860,0.408487,0.663483,0.868810,0.019115,0.527958,0.375930,0.377672,0.283132,0.279585,0.709315,0.804511,0.610037,0.765608,0.319794,0.189729,0.969095,0.549647,0.471326,0.439661,0.026925,0.107999,0.883055,0.907565,0.372526,0.609909,0.548687,0.821266,0.882835,0.378628,0.244512,0.016637
0.385438,0.159525,0.042580,0.496236,0.394245,0.256850,0.914493,0.749783,0.182837,0.911002,0.548114,0.968709,0.612123,0.636520,0.515301,0.258542,0.293273,0.763292,0.059742,0.482528,0.283654,0.447506,0.359605,0.841615,0.746809,0.670683,0.423141,0.839238,0.597741,0.304094,0.403722,0.882649
0.425684,0.612300,0.686900,0.519927,0.980278,0.768026,0.374769,0.212988,0.109438,0.177982,0.714198,0.313635,0.256212,0.470788,0.145041,0.000003,0.223570,0.739868,0.690420,0.565432,0.002266,0.029506,0.178746,0.431532,0.181324,0.821081,0.924470,0.339799,0.520797,0.731766,0.230776,0.221200
0.103867,0.813011,0.485940,0.947223,0.818823,0.073841,0.057782,0.622751,0.545611,0.743746,0.758329,0.029262,0.751816,0.305999,0.041359,0.593935,0.581795,0.832016,0.431116,0.281928,0.933996,0.071087,0.914925,0.799912,0.703033,0.859821,0.537508,0.602077,0.804348,0.408716,0.800273,0.990417
0.186878,0.189474,0.140495,0.706977,0.122401,0.838242,0.072420,0.662248,0.169808,0.371097,0.982457,0.930543,0.819075,0.320351,0.150798,0.367300,0.216607,0.406155,0.275430,0.891959,0.396895,0.655751,0.483453,0.579981,0.861875,0.724241,0.840575,0.784406,0.106500,0.281112,0.219298,0.142411
0.471969,0.145986,0.670120,0.748638,0.097827,0.273598,0.487463,0.870303,0.095371,0.986503,0.355242,0.039081,0.250893,0.868682,0.377164,0.511491,0.222487,0.807749,0.077568,0.724908,0.742567,0.279005,0.148469,0.270885,0.634330,0.682669,0.692656,0.211176,0.871837,0.357202,0.142054,0.391073
0.973097,0.751872,0.166250,0.184917,0.318934,0.931843,0.305778,0.814499,0.809274,0.388565,0.823412,0.100846,0.679899,0.865828,0.726174,0.120432,0.865337,0.407333,0.322162,0.601857,0.509666,0.874247,0.637978,0.638509,0.773098,0.670822,0.730484,0.254736,0.805372,0.772750,0.902720,0.911829
0.677207,0.689109,0.823354,0.706327,0.398065,0.574187,0.459059,0.416366,0.544676,0.655797,0.382101,0.016484,0.591726,0.224961,0.831007,0.050498,0.401017,0.562570,0.930176,0.893313,0.342942,0.836849,0.775187,0.479485,0.994071,0.602712,0.168277,0.750200,0.697781,0.132547,0.851476,0.484680
