0.214766,0.399500,0.232427,0.608412,0.177053,0.475833,0.970881,0.442003,0.653906,0.141238,0.273595,0.706272,0.814809,0.315910,0.291350,0.730343,0.595927,0.975868,0.145275,0.449714,0.035116,0.528862,0.618428,0.792716,0.165631,0.498832,0.177986,0.313797,0.072698,0.038741,0.458516,0.114624
0.022154,0.461416,0.415569,0.712087,0.383537,0.284230,0.461358,0.530729,0.881228,0.002740,0.294335,0.159607,0.829706,0.923754,0.616245,0.254247,0.187395,0.968880,0.631944,0.243504,0.390442,0.509531,0.840752,0.824663,0.069169,0.902162,0.047896,0.007096,0.041960,0.885830,0.830460,0.939420
0.715443,0.119028,0.830203,0.322241,0.229808,0.428855,0.798609,0.316418,0.882455,0.628561,0.533244,0.605479,0.030342,0.760780,0.355153,0.469431,0.126380,0.639351,0.417627,0.245065,0.282761,0.959484,0.598053,0.767335,0.113126,0.665298,0.306146,0.638252,0.130762,0.462924,0.139409,0.125860
0.929293,0.667209,0.694148,0.272348,0.883120,0.024150,0.075558,0.030630,0.325632,0.621458,0.903374,0.430651,0.483596,0.854483,0.630179,0.044167,0.636310,0.320073,0.782455,0.896677,0.560390,0.244175,0.576046,0.687879,0.843313,0.903745,0.118049,0.361440,0.023622,0.119134,0.950362,0.083305
0.452190,0.801863,0.767538,0.239846,0.921973,0.768565,0.185480,0.237205,0.471149,0.588009,0.710177,0.064723,0.860283,0.410226,0.201649,0.721807,0.295655,0.555855,0.845077,0.586622,0.759052,0.025676,0.631170,0.727476,0.083268,0.305187,0.081374,0.047311,0.439037,0.688565,0.965169,0.098635
0.176106,0.435623,0.194662,0.798938,0.733790,0.386651,0.105801,0.056025,0.354294,0.646890,0.760394,0.672025,0.726387,0.777221,0.801894,0.032378,0.054660,0.325561,0.044450,0.685413,0.005296,0.828825,0.083321,0.874631,0.696637,0.571503,0.542909,0.967712,0.133726,0.984275,0.532650,0.677147
0.468243,0.180724,0.532143,0.006847,0.679109,0.997055,0.295918,0.497281,0.904990,0.625229,0.390624,0.422307,0.057831,0.487310,0.458341,0.157181,0.697649,0.948483,0.764218,0.330171,0.163344,0.879409,0.252470,0.038732,0.309018,0.468817,0.131115,0.857266,0.958899,0.016401,0.667254,0.343478
0.674063,0.919343,0.136575,0.777092,0.697403,0.474064,0.564860,0.749616,0.100432,0.756160,0.119253,0.211408,0.385373,0.768322,0.983197,0.763359,0.225730,0.464524,0.650084,0.903049,0.809706,0.296117,0.709120,0.405909,0.213658,0.322834,0.569303,0.213098,0.209280,0.047116,0.780811,0.116246
0.742747,0.540633,0.554387,0.914727,0.509350,0.511578,0.622733,0.390250,0.600431,0.474120,0.897499,0.866439,0.036466,0.493975,0.656977,0.383275,0.244687,0.712612,0.674011,0.587616,0.451328,0.027370,0.572155,0.093351,0.167441,0.991336,0.152211,0.677891,0.615314,0.091537,0.490886,0.528741
0.540699,0.990714,0.914468,0.662206,0.840317,0.265677,0.434008,0.011643,0.640980,0.388381,0.491335,0.140931,0.606446,0.621945,0.918124,0.453060,0.137176,0.352907,0.931621,0.404276,0.517374,0.913972,0.766438,0.183174,0.130900,0.166131,0.429247,0.286341,0.662483,0.052658,0.756751,0.492889
0.018158,0.129839,0.633494,0.268132,0.081427,0.162898,0.803630,0.264439,0.355852,0.521901,0.354296,0.637998,0.499415,0.629475,0.307642,0.763394,0.882562,0.513992,0.850484,0.446204,0.376083,0.233780,0.193078,0.694919,0.084155,0.537186,0.864649,0.547371,0.852186,0.193114,0.773967,0.811229
0.123055,0.580527,0.334300,0.059474,0.842268,0.778070,0.172515,0.214189,0.258834,0.541643,0.587795,0.898616,0.664326,0.457409,0.074484,0.531288,0.882306,0.823905,0.054739,0.657872,0.271580,0.281954,0.295909,0.115507,0.274762,0.246550,0.953660,0.963338,0.119176,0.294086,0.402712,0.599204
0.083915,0.952296,0.525500,0.343346,0.968865,0.395559,0.538056,0.463317,0.475981,0.659347,0.477469,0.420007,0.140297,0.532628,0.377100,0.475917,0.222440,0.522862,0.297285,0.541060,0.524455,0.907821,0.786653,0.248014,0.178183,0.462474,0.835681,0.462074,0.200279,0.623646,0.824269,0.587929
0.497764,0.412979,0.635009,0.079067,0.119530,0.852083,0.731616,0.130274,0.921762,0.102976,0.246731,0.124099,0.214337,0.227292,0.607874,0.178977,0.110942,0.931148,0.054438,0.015002,0.428612,0.051386,0.888390,0.662352,0.680551,0.971894,0.897310,0.896274,0.513886,0.285340,0.865039,0.445472
0.181934,0.149362,0.007523,0.940574,0.982090,0.374636,0.024520,0.990230,0.041077,0.816054,0.403176,0.437801,0.911441,0.753518,0.680700,0.879862,0.904902,0.919572,0.489631,0.911032,0.225652,0.957522,0.110969,0.187002,0.313642,0.639316,0.408467,0.582674,0.167429,0.656351,0.360827,0.091976
0.187881,0.319870,0.463295,0.193572,0.536636,0.882879,0.047670,0.890022,0.779566,0.721003,0.586532,0.072434,0.690384,0.438075,0.608972,0.287495,0.083813,0.071192,0.494238,0.011833,0.410549,0.236713,0.618145,0.620831,0.615692,0.828215,0.736790,0.251318,0.652064,0.590610,0.428975,0.646684
0.894296,0.815276,0.377011,0.956364,0.386815,0.947310,0.716936,0.493415,0.328665,0.164304,0.688448,0.237492,0.906176,0.194524,0.230279,0.435297,0.081311,0.759077,0.941937,0.553646,0.513655,0.821702,0.934841,0.295703,0.586743,0.365490,0.157337,0.000806,0.578713,0.933826,0.169543,0.542570
0.077344,0.109880,0.274979,0.374600,0.623864,0.874356,0.788565,0.490025,0.463221,0.726800,0.670453,0.666228,0.774182,0.271365,0.256900,0.909124,0.321531,0.985755,0.738515,0.911181,0.956326,0.110136,0.670785,0.101263,0.402862,0.825254,0.864596,0.858954,0.509405,0.444929,0.389113,0.209328
0.665010,0.642813,0.477855,0.751620,0.503771,0.087411,0.521924,0.517576,0.005787,0.699557,0.640203,0.259738,0.986951,0.246742,0.967260,0.318900,0.165085,0.506701,0.812124,0.532166,0.874572,0.383394,0.679525,0.026457,0.607046,0.233194,0.824491,0.027266,0.679457,0.877687,0.383056,0.687620
0.948969,0.481268,0.950269,0.051208,0.314945,0.802657,0.767736,0.802576,0.557726,0.012683,0.040110,0.023629,0.005678,0.745732,0.899428,0.034785,0.870783,0.020333,0.231756,0.182718,0.844106,0.149286,0.815044,0.691745,0.958710,0.876817,0.544626,0.234710,0.203651,0.214075,0.481104,0.108260
0.983194,0.628760,0.172905,0.316371,0.823370,0.998347,0.244263,0.860916,0.419318,0.471169,0.022442,0.011452,0.337079,0.987565,0.291161,0.232920,0.643664,0.001832,0.790083,0.158186,0.876974,0.293386,0.934759,0.123674,0.314886,0.521644,0.007342,0.348465,0.271712,0.656178,0.275746,0.449477
0.850442,0.528133,0.482025,0.393861,0.495829,0.430951,0.639873,0.624711,0.442434,0.597472,0.219121,0.871617,0.866936,0.625914,0.672735,0.372701,0.434029,0.912248,0.819267,0.388159,0.983765,0.460546,0.547342,0.702288,0.497259,0.176766,0.723514,0.466537,0.500105,0.828196,0.342658,0.514143
0.291286,0.264061,0.828906,0.846921,0.381280,0.236341,0.454265,0.652104,0.166248,0.521581,0.597064,0.079157,0.274262,0.579985,0.670619,0.729847,0.588265,0.002995,0.394549,0.183360,0.517993,0.769972,0.980319,0.783072,0.245104,0.213218,0.059517,0.836421,0.740491,0.413784,0.495263,0.421521
0.293019,0.230353,0.948726,0.508258,0.978862,0.368618,0.954803,0.749823,0.054926,0.128495,0.823938,0.189642,0.822736,0.537915,0.272353,0.098144,0.856855,0.573250,0.080269,0.552725,0.091729,0.042619,0.646788,0.813063,0.003320,0.525798,0.078832,0.517514,0.527635,0.657506,0.683474,0.011958
0.827004,0.052427,0.511612,0.697417,0.926354,0.425797,0.999398,0.692440,0.201227,0.989155,0.289374,0.115074,0.500098,0.298228,0.057336,0.844003,0.387722,0.483576,0.787411,0.359911,0.346305,0.303742,0.146770,0.874621,0.205835,0.123039,0.122532,0.191289,0.845169,0.231346,0.991762,0.855854
0.882899,0.945157,0.942488,0.385261,0.424290,0.367558,0.493559,0.150598,0.883409,0.629208,0.457570,0.973087,0.738158,0.926719,0.738044,0.607206,0.647551,0.872206,0.857699,0.785427,0.456146,0.008553,0.604060,0.917304,0.606475,0.188256,0.784228,0.962277,0.471398,0.745022,0.938997,0.982948
0.165514,0.738704,0.329642,0.484382,0.481651,0.720160,0.222991,0.192014,0.294984,0.995837,0.218381,0.513728,0.178284,0.945329,0.915939,0.822780,0.363708,0.632581,0.861957,0.454698,0.007409,0.237555,0.172740,0.267664,0.160769,0.046724,0.569933,0.808320,0.185680,0.739576,0.566442,0.682649
0.269370,0.246580,0.109051,0.750632,0.307332,0.047715,0.755085,0.779247,0.681976,0.512157,0.179687,0.056155,0.403341,0.865327,0.841344,0.804792,0.763793,0.097389,0.302618,0.752119,0.314250,0.986993,0.801870,0.413547,0.925966,0.245598,0.109904,0.097821,0.366300,0.181726,0.194767,0.748271
0.646994,0.441158,0.883192,0.852773,0.501404,0.371289,0.215819,0.323954,0.364949,0.799997,0.506535,0.648163,0.673599,0.060744,0.317659,0.954498,0.917442,0.120241,0.654978,0.370473,0.355154,0.021710,0.543641,0.946229,0.331801,0.698633,0.822545,0.096288,0.534775,0.450162,0.675406,0.751221
0.237302,0.366193,0.854410,0.450376,0.311780,0.505133,0.553159,0.377520,0.698960,0.713861,0.206449,0.800230,0.150529,0.511722,0.122280,0.880785,0.089081,0.453204,0.681913,0.171077,0.331935,0.855857,0.683934,0.196652,0.045537,0.876536,0.173464,0.432261,0.739247,0.776107,0.430304,0.881259
0.351755,0.453114,0.932463,0.796841,0.665585,0.770192,0.801195,0.681594,0.589971,0.894079,0.469173,0.124567,0.324041,0.995044,0.105245,0.132092,0.791883,0.685753,0.784652,0.175187,0.819825,0.127903,0.970705,0.418093,0.204412,0.018980,0.546093,0.697932,0.415423,0.982246,0.459273,0.580291
0.233356,0.795275,0.555315,0.508119,0.562087,0.630709,0.930146,0.849242,0.542749,0.952047,0.283431,0.331152,0.940504,0.349139,0.373808,0.702856,0.025864,0.276733,0.464387,0.770454,0.761880,0.165409,0.376577,0.137708,0.619484,0.688524,0.480228,0.516827,0.222422,0.397264,0.736185,0.289089
